Player,bbref_id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Norvel Pelle\pelleno01,pelleno01,C,27,TOT,26,0,6.461538462,0.615384615,1.153846154,0.533333333,0,0,0,0.615384615,1.153846154,0.533333333,0.307692308,0.461538462,0.666666667,0.461538462,1,1.461538462,0.153846154,0.076923077,0.692307692,0.230769231,1.076923077,1.538461538
Reggie Perry\perryre01,perryre01,PF,20,BRK,26,0,8.115384615,1.230769231,3,0.41025641,0.153846154,0.807692308,0.19047619,1.076923077,2.192307692,0.49122807,0.384615385,0.5,0.769230769,1.038461538,1.769230769,2.807692308,0.538461538,0.230769231,0.230769231,0.576923077,1.538461538,3
Theo Pinson\pinsoth01,pinsoth01,SG,25,NYK,17,0,2,0.058823529,0.529411765,0.111111111,0,0.470588235,0,0.058823529,0.058823529,1,0,0,0,0,0.294117647,0.294117647,0.058823529,0,0,0.058823529,0.235294118,0.117647059
Mason Plumlee\plumlma01,plumlma01,C,30,DET,56,56,26.76785714,4.178571429,6.803571429,0.614173228,0,0.125,0,4.178571429,6.678571429,0.625668449,2.017857143,3.017857143,0.668639053,2.589285714,6.678571429,9.267857143,3.607142857,0.767857143,0.892857143,1.875,3.321428571,10.375
Jakob Poeltl\poeltja01,poeltja01,C,25,SAS,69,51,26.73913043,3.84057971,6.231884058,0.61627907,0,0,0,3.84057971,6.231884058,0.61627907,0.913043478,1.797101449,0.508064516,3.173913043,4.753623188,7.927536232,1.942028986,0.68115942,1.782608696,1.202898551,2.492753623,8.594202899
Vincent Poirier\poirivi01,poirivi01,C,27,PHI,10,0,3.9,0.3,1.2,0.25,0,0.1,0,0.3,1.1,0.272727273,0.2,0.6,0.333333333,0.6,0.8,1.4,0.2,0,0.3,0.4,0.8,0.8
Aleksej Pokusevski\pokusal01,pokusal01,PF,19,OKC,45,28,24.22222222,3.088888889,9.066666667,0.340686275,1.288888889,4.6,0.280193237,1.8,4.466666667,0.402985075,0.688888889,0.933333333,0.738095238,0.666666667,4.044444444,4.711111111,2.155555556,0.444444444,0.933333333,2.2,1.288888889,8.155555556
Jordan Poole\poolejo01,poolejo01,SG,21,GSW,51,7,19.37254902,4.019607843,9.294117647,0.432489451,1.901960784,5.411764706,0.351449275,2.117647059,3.882352941,0.545454545,2.058823529,2.333333333,0.882352941,0.294117647,1.509803922,1.803921569,1.941176471,0.509803922,0.176470588,1,1.68627451,12
Jontay Porter\portejo01,portejo01,PF,21,MEM,11,0,4.909090909,0.727272727,1.363636364,0.533333333,0.272727273,0.727272727,0.375,0.454545455,0.636363636,0.714285714,0.272727273,0.454545455,0.6,0.363636364,0.909090909,1.272727273,0.090909091,0.272727273,0.090909091,0.636363636,1.090909091,2
Kevin Porter Jr.\porteke02,porteke02,SG,20,HOU,26,23,32.11538462,6,14.11538462,0.42506812,1.923076923,6.192307692,0.310559006,4.076923077,7.923076923,0.514563107,2.653846154,3.615384615,0.734042553,0.769230769,3.038461538,3.807692308,6.307692308,0.730769231,0.307692308,3.5,2.346153846,16.57692308
Michael Porter Jr.\portemi01,portemi01,SF,22,DEN,61,54,31.3442623,7.262295082,13.39344262,0.542227662,2.786885246,6.262295082,0.445026178,4.475409836,7.131147541,0.627586207,1.737704918,2.196721311,0.791044776,1.491803279,5.803278689,7.295081967,1.147540984,0.655737705,0.885245902,1.262295082,2.06557377,19.04918033
Otto Porter\porteot01,porteot01,SF-PF,27,TOT,56,12,21.64285714,3.5,8.107142857,0.431718062,1.392857143,3.714285714,0.375,2.107142857,4.392857143,0.479674797,1.285714286,1.5,0.857142857,1,4.428571429,5.428571429,1.964285714,0.571428571,0.142857143,0.892857143,1.464285714,9.678571429
Bobby Portis\portibo01,portibo01,C,25,MIL,66,7,20.78787879,4.742424242,9.060606061,0.523411371,1.121212121,2.378787879,0.47133758,3.621212121,6.681818182,0.541950113,0.818181818,1.106060606,0.739726027,1.878787879,5.181818182,7.060606061,1.075757576,0.787878788,0.393939394,0.848484848,1.742424242,11.42424242
Kristaps Porziņģis\porzikr01,porzikr01,C,25,DAL,43,43,30.86046512,7.558139535,15.88372093,0.475841874,2.255813953,6,0.375968992,5.302325581,9.88372093,0.536470588,2.744186047,3.209302326,0.855072464,1.906976744,6.953488372,8.860465116,1.581395349,0.465116279,1.348837209,1.186046512,2.674418605,20.11627907
Dwight Powell\poweldw01,poweldw01,C,29,DAL,58,19,16.65517241,2.068965517,3.344827586,0.618556701,0.086206897,0.362068966,0.238095238,1.982758621,2.982758621,0.664739884,1.672413793,2.137931034,0.782258065,1.379310345,2.655172414,4.034482759,1.086206897,0.620689655,0.517241379,0.689655172,2.327586207,5.896551724
Norman Powell\powelno01,powelno01,SG-SF,27,TOT,138,116,31.95652174,6.347826087,13.30434783,0.477124183,2.47826087,6.028985507,0.411057692,3.869565217,7.275362319,0.53187251,3.420289855,3.927536232,0.870848708,0.608695652,2.507246377,3.115942029,1.869565217,1.188405797,0.260869565,1.724637681,2.31884058,18.5942029
Taurean Prince\princta02,princta02,PF,26,TOT,82,20,22.07317073,3.195121951,7.975609756,0.400611621,1.512195122,3.780487805,0.4,1.682926829,4.195121951,0.401162791,1.585365854,1.853658537,0.855263158,0.463414634,3,3.463414634,1.853658537,0.682926829,0.56097561,1.146341463,1.829268293,9.487804878
Payton Pritchard\pritcpa01,pritcpa01,SG,23,BOS,66,4,19.21212121,2.787878788,6.333333333,0.440191388,1.545454545,3.757575758,0.411290323,1.242424242,2.575757576,0.482352941,0.606060606,0.681818182,0.888888889,0.5,1.893939394,2.393939394,1.818181818,0.560606061,0.136363636,0.803030303,1.575757576,7.727272727
Immanuel Quickley\quickim01,quickim01,PG,21,NYK,64,3,19.421875,3.578125,9.0625,0.394827586,1.84375,4.734375,0.389438944,1.734375,4.328125,0.400722022,2.421875,2.71875,0.890804598,0.390625,1.75,2.140625,1.984375,0.46875,0.1875,0.90625,1.78125,11.421875
Jahmi'us Ramsey\ramseja01,ramseja01,SG,19,SAC,13,0,7.230769231,1.153846154,2.923076923,0.394736842,0.384615385,1.461538462,0.263157895,0.769230769,1.461538462,0.526315789,0.384615385,0.384615385,1,0.153846154,0.615384615,0.769230769,0.461538462,0.307692308,0.076923077,0.230769231,0.615384615,3.076923077
Chasson Randle\randlch01,randlch01,PG,27,ORL,41,5,20.41463415,2.243902439,5.780487805,0.388185654,1.073170732,3.170731707,0.338461538,1.170731707,2.609756098,0.448598131,0.926829268,1.170731707,0.791666667,0.170731707,1.829268293,2,1.804878049,0.536585366,0.12195122,1.12195122,1.56097561,6.487804878
Julius Randle\randlju01,randlju01,PF,26,NYK,71,71,37.56338028,8.478873239,18.6056338,0.455715367,2.253521127,5.478873239,0.411311054,6.225352113,13.12676056,0.474248927,4.901408451,6.042253521,0.811188811,1.183098592,9,10.18309859,6.014084507,0.901408451,0.253521127,3.394366197,3.169014085,24.11267606
Cam Reddish\reddica01,reddica01,SF,21,ATL,26,21,28.84615385,3.692307692,10.11538462,0.365019011,1.269230769,4.846153846,0.261904762,2.423076923,5.269230769,0.459854015,2.576923077,3.153846154,0.817073171,0.846153846,3.153846154,4,1.346153846,1.269230769,0.346153846,1.307692308,2.615384615,11.23076923
J.J. Redick\redicjj01,redicjj01,SG,36,TOT,88,0,16.43181818,2.409090909,6.068181818,0.397003745,1.5,4.045454545,0.370786517,0.909090909,2.022727273,0.449438202,1.113636364,1.181818182,0.942307692,0.090909091,1.363636364,1.454545455,1.159090909,0.25,0.068181818,0.818181818,1.136363636,7.431818182
Paul Reed\reedpa01,reedpa01,PF,21,PHI,26,0,6.807692308,1.615384615,3,0.538461538,0,0.230769231,0,1.615384615,2.769230769,0.583333333,0.153846154,0.307692308,0.5,1.153846154,1.192307692,2.346153846,0.461538462,0.384615385,0.5,0.461538462,1.115384615,3.384615385
Naz Reid\reidna01,reidna01,C,21,MIN,70,15,19.24285714,4.342857143,8.3,0.5232358,0.871428571,2.485714286,0.350574713,3.471428571,5.814285714,0.597051597,1.642857143,2.371428571,0.692771084,1.171428571,3.428571429,4.6,1.028571429,0.485714286,1.085714286,0.985714286,2.557142857,11.2
Cameron Reynolds\reynoca01,reynoca01,SF,25,TOT,10,0,8,1.2,3.6,0.333333333,0.6,2.4,0.25,0.6,1.2,0.5,0,0,0,0.4,0.6,1,0.4,0,0,0,0.4,3
Nick Richards\richani01,richani01,PF,23,CHO,18,0,3.5,0.222222222,0.5,0.444444444,0,0.055555556,0,0.222222222,0.444444444,0.5,0.388888889,0.611111111,0.636363636,0.222222222,0.388888889,0.611111111,0.111111111,0,0,0.166666667,0.388888889,0.833333333
Josh Richardson\richajo01,richajo01,SG,27,DAL,59,56,30.33898305,4.474576271,10.47457627,0.427184466,1.491525424,4.525423729,0.329588015,2.983050847,5.949152542,0.501424501,1.677966102,1.830508475,0.916666667,0.86440678,2.440677966,3.305084746,2.593220339,1.033898305,0.406779661,1.338983051,2.203389831,12.11864407
Grant Riller\rillegr01,rillegr01,PG,23,CHO,7,0,3.857142857,1.142857143,1.714285714,0.666666667,0.285714286,0.571428571,0.5,0.857142857,1.142857143,0.75,0,0,0,0,0.142857143,0.142857143,0.428571429,0.142857143,0,0.142857143,0,2.571428571
Austin Rivers\riverau01,riverau01,SG,28,TOT,72,14,23.47222222,2.888888889,6.805555556,0.424489796,1.527777778,4.138888889,0.369127517,1.361111111,2.666666667,0.510416667,0.611111111,0.861111111,0.709677419,0.222222222,2.055555556,2.277777778,2.25,0.833333333,0.055555556,1,1.777777778,7.916666667
Andre Roberson\roberan03,roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,0.142857143,0.2,1.6,0.125,0.2,1.2,0.166666667,0.2,0.4,0.5,1.4,1.6,3,0.8,0.6,0.2,0.4,0.8,1.2
Duncan Robinson\robindu01,robindu01,SF,26,MIA,72,72,31.41666667,4.375,9.958333333,0.439330544,3.472222222,8.513888889,0.407830343,0.902777778,1.444444444,0.625,0.861111111,1.041666667,0.826666667,0.097222222,3.375,3.472222222,1.763888889,0.597222222,0.277777778,1.125,2.513888889,13.08333333
Glenn Robinson III\robingl02,robingl02,SF,27,SAC,23,2,16.04347826,1.826086957,4.304347826,0.424242424,0.695652174,1.913043478,0.363636364,1.130434783,2.391304348,0.472727273,0.913043478,1,0.913043478,0.47826087,1.47826087,1.956521739,0.869565217,0.173913043,0.130434783,0.47826087,1,5.260869565
Jerome Robinson\robinje01,robinje01,SG,23,WAS,17,6,17.94117647,1.647058824,5.588235294,0.294736842,0.647058824,2.470588235,0.261904762,1,3.117647059,0.320754717,0.941176471,1.176470588,0.8,0.235294118,2,2.235294118,1.470588235,0.705882353,0.352941176,1.117647059,1.823529412,4.882352941
Justin Robinson\robinju01,robinju01,PG,23,OKC,9,0,9.777777778,0.777777778,2.333333333,0.333333333,0.444444444,1.555555556,0.285714286,0.333333333,0.777777778,0.428571429,0.333333333,0.555555556,0.6,0.111111111,0.666666667,0.777777778,1,0.333333333,0,0.222222222,1.111111111,2.333333333
Mitchell Robinson\robinmi01,robinmi01,C,22,NYK,31,29,27.51612903,3.709677419,5.677419355,0.653409091,0,0,0,3.709677419,5.677419355,0.653409091,0.838709677,1.709677419,0.490566038,3.64516129,4.483870968,8.129032258,0.548387097,1.129032258,1.451612903,0.838709677,2.774193548,8.258064516
Isaiah Roby\robyis01,robyis01,PF,22,OKC,61,34,23.36065574,3.393442623,7.032786885,0.482517483,0.524590164,1.786885246,0.293577982,2.868852459,5.245901639,0.546875,1.426229508,1.918032787,0.743589744,1.459016393,4.131147541,5.590163934,1.754098361,0.852459016,0.606557377,1.852459016,2.655737705,8.737704918
Rajon Rondo\rondora01,rondora01,PG,34,TOT,90,6,17.11111111,2.111111111,4.777777778,0.441860465,0.8,1.977777778,0.404494382,1.311111111,2.8,0.468253968,0.355555556,0.377777778,0.941176471,0.4,2.044444444,2.444444444,4.422222222,0.822222222,0.088888889,1.755555556,1.177777778,5.377777778
Derrick Rose\rosede01,rosede01,PG,32,TOT,100,6,25.58,5.74,12.22,0.469721768,1,2.58,0.387596899,4.74,9.64,0.491701245,2.2,2.54,0.866141732,0.4,2.2,2.6,4.18,0.98,0.38,1.56,1.12,14.68
Terrence Ross\rosste01,rosste01,SG,29,ORL,46,2,29.2826087,5.52173913,13.39130435,0.412337662,1.934782609,5.739130435,0.337121212,3.586956522,7.652173913,0.46875,2.608695652,3,0.869565217,0.326086957,3.108695652,3.434782609,2.347826087,1.02173913,0.456521739,1.608695652,1.913043478,15.58695652
Terry Rozier\roziete01,roziete01,SG,26,CHO,69,69,34.53623188,7.391304348,16.43478261,0.44973545,3.217391304,8.275362319,0.388791594,4.173913043,8.15942029,0.511545293,2.391304348,2.927536232,0.816831683,0.68115942,3.695652174,4.376811594,4.246376812,1.260869565,0.376811594,1.855072464,1.724637681,20.39130435
Ricky Rubio\rubiori01,rubiori01,PG,30,MIN,68,51,26.05882353,2.838235294,7.323529412,0.387550201,0.970588235,3.147058824,0.308411215,1.867647059,4.176470588,0.447183099,1.911764706,2.205882353,0.866666667,0.411764706,2.867647059,3.279411765,6.367647059,1.441176471,0.058823529,1.632352941,2.044117647,8.558823529
D'Angelo Russell\russeda01,russeda01,PG,24,MIN,42,26,28.47619048,6.69047619,15.52380952,0.430981595,2.857142857,7.380952381,0.387096774,3.833333333,8.142857143,0.470760234,2.714285714,3.547619048,0.765100671,0.380952381,2.261904762,2.642857143,5.80952381,1.071428571,0.428571429,2.666666667,1.619047619,18.95238095
Domantas Sabonis\sabondo01,sabondo01,PF,24,IND,62,62,35.98387097,7.806451613,14.58064516,0.53539823,0.838709677,2.612903226,0.320987654,6.967741935,11.96774194,0.582210243,3.870967742,5.290322581,0.731707317,2.419354839,9.548387097,11.96774194,6.693548387,1.225806452,0.532258065,3.435483871,3.274193548,20.32258065
Luka Šamanić\samanlu01,samanlu01,PF,21,SAS,33,4,9.333333333,1.424242424,3.181818182,0.447619048,0.363636364,1.303030303,0.279069767,1.060606061,1.878787879,0.564516129,0.484848485,0.878787879,0.551724138,0.484848485,1.575757576,2.060606061,0.454545455,0.242424242,0.242424242,0.606060606,1.303030303,3.696969697
JaKarr Sampson\sampsja02,sampsja02,PF,27,IND,29,4,10.89655172,1.931034483,3.896551724,0.495575221,0.103448276,0.517241379,0.2,1.827586207,3.379310345,0.540816327,0.655172414,1,0.655172414,0.931034483,1.724137931,2.655172414,0.137931034,0.068965517,0.482758621,0.517241379,1.793103448,4.620689655
Dario Šarić\saricda01,saricda01,C,26,PHO,50,4,17.42,3.06,6.84,0.447368421,0.94,2.7,0.348148148,2.12,4.14,0.512077295,1.68,1.98,0.848484848,0.92,2.88,3.8,1.3,0.6,0.08,1.14,1.9,8.74
Tomáš Satoranský\satorto01,satorto01,SG,29,CHI,58,18,22.53448276,2.913793103,5.672413793,0.513677812,0.724137931,2.034482759,0.355932203,2.189655172,3.637931034,0.601895735,1.155172414,1.362068966,0.848101266,0.517241379,1.931034483,2.448275862,4.672413793,0.689655172,0.24137931,1.655172414,1.534482759,7.706896552
Dennis Schröder\schrode01,schrode01,SG,27,LAL,61,61,32.06557377,5.442622951,12.45901639,0.436842105,1.163934426,3.475409836,0.33490566,4.278688525,8.983606557,0.476277372,3.37704918,3.983606557,0.847736626,0.491803279,2.967213115,3.459016393,5.754098361,1.147540984,0.213114754,2.672131148,2.606557377,15.42622951
Mike Scott\scottmi01,scottmi01,PF,32,PHI,51,12,16.70588235,1.490196078,4.137254902,0.360189573,1.039215686,3.039215686,0.341935484,0.450980392,1.098039216,0.410714286,0.156862745,0.235294118,0.666666667,0.215686275,2.137254902,2.352941176,0.784313725,0.470588235,0.274509804,0.37254902,1.411764706,4.176470588
Jay Scrubb\scrubja01,scrubja01,SG,20,LAC,4,1,21,3.5,9,0.388888889,0.5,2.25,0.222222222,3,6.75,0.444444444,1.25,1.25,1,0.5,3,3.5,0.25,1,0,1.75,1.25,8.75
Collin Sexton\sextoco01,sextoco01,SG,22,CLE,60,60,35.25,8.75,18.41666667,0.475113122,1.633333333,4.4,0.371212121,7.116666667,14.01666667,0.507728894,5.2,6.383333333,0.81462141,0.966666667,2.15,3.116666667,4.366666667,1.033333333,0.166666667,2.783333333,2.616666667,24.33333333
Landry Shamet\shamela01,shamela01,SG,23,BRK,61,12,23,3.049180328,7.475409836,0.407894737,2.114754098,5.459016393,0.387387387,0.93442623,2.016393443,0.463414634,1.081967213,1.278688525,0.846153846,0.180327869,1.655737705,1.836065574,1.62295082,0.508196721,0.163934426,0.786885246,1.524590164,9.295081967
Iman Shumpert\shumpim01,shumpim01,SG,30,BRK,2,0,5.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,1
Pascal Siakam\siakapa01,siakapa01,PF,26,TOR,56,56,35.82142857,7.803571429,17.16071429,0.454734651,1.303571429,4.392857143,0.296747967,6.5,12.76785714,0.509090909,4.446428571,5.375,0.827242525,1.696428571,5.535714286,7.232142857,4.464285714,1.142857143,0.660714286,2.321428571,3.107142857,21.35714286
Chris Silva\silvach01,silvach01,PF,24,TOT,30,0,6.133333333,0.666666667,1.066666667,0.625,0.066666667,0.066666667,1,0.6,1,0.6,0.733333333,1,0.733333333,0.466666667,1.333333333,1.8,0.4,0.066666667,0.4,0.666666667,1.6,2.133333333
Ben Simmons\simmobe01,simmobe01,PG,24,PHI,58,58,32.36206897,5.603448276,10.05172414,0.557461407,0.051724138,0.172413793,0.3,5.551724138,9.879310345,0.561954625,3.034482759,4.948275862,0.613240418,1.603448276,5.586206897,7.189655172,6.913793103,1.603448276,0.603448276,2.982758621,2.948275862,14.29310345
Anfernee Simons\simonan01,simonan01,SG,21,POR,64,0,17.25,2.625,6.265625,0.418952618,1.875,4.40625,0.425531915,0.75,1.859375,0.403361345,0.71875,0.890625,0.807017544,0.21875,1.96875,2.1875,1.390625,0.28125,0.125,0.671875,1.5,7.84375
Deividas Sirvydis\sirvyde01,sirvyde01,SG,20,DET,20,0,6.65,0.7,2,0.35,0.5,1.4,0.357142857,0.2,0.6,0.333333333,0.15,0.3,0.5,0,1.45,1.45,0.25,0.1,0,0.25,0.45,2.05
Alen Smailagić\smailal01,smailal01,PF,20,GSW,15,1,5.6,0.733333333,1.8,0.407407407,0.266666667,0.666666667,0.4,0.466666667,1.133333333,0.411764706,0.133333333,0.4,0.333333333,0.4,0.666666667,1.066666667,0.266666667,0.2,0.333333333,0.333333333,0.733333333,1.866666667
Marcus Smart\smartma01,smartma01,PG,26,BOS,48,45,32.9375,4.229166667,10.625,0.398039216,1.9375,5.875,0.329787234,2.291666667,4.75,0.48245614,2.666666667,3.375,0.790123457,0.75,2.729166667,3.479166667,5.6875,1.5,0.479166667,2,2.625,13.0625
Dennis Smith Jr.\smithde03,smithde03,PG,23,TOT,46,18,18.26086957,2.52173913,6.304347826,0.4,0.826086957,2.52173913,0.327586207,1.695652174,3.782608696,0.448275862,0.826086957,1.130434783,0.730769231,0.52173913,1.869565217,2.391304348,3.347826087,1,0.608695652,1.130434783,1.608695652,6.695652174
Ish Smith\smithis01,smithis01,PG,32,WAS,44,1,21,2.931818182,6.75,0.434343434,0.409090909,1.113636364,0.367346939,2.522727273,5.636363636,0.447580645,0.431818182,0.75,0.575757576,0.5,2.909090909,3.409090909,3.909090909,0.727272727,0.295454545,0.931818182,1.409090909,6.704545455
Jalen Smith\smithja04,smithja04,PF,20,PHO,27,1,5.777777778,0.814814815,1.851851852,0.44,0.148148148,0.62962963,0.235294118,0.666666667,1.222222222,0.545454545,0.185185185,0.259259259,0.714285714,0.259259259,1.111111111,1.37037037,0.148148148,0.037037037,0.185185185,0.259259259,0.592592593,1.962962963
Tony Snell\snellto01,snellto01,SG,29,ATL,47,23,21.10638298,1.872340426,3.638297872,0.514619883,1.319148936,2.319148936,0.568807339,0.553191489,1.319148936,0.419354839,0.234042553,0.234042553,1,0.382978723,2,2.382978723,1.255319149,0.276595745,0.234042553,0.446808511,1.595744681,5.29787234
Ray Spalding\spaldra01,spaldra01,C,23,HOU,2,0,9.5,1,2,0.5,0,0.5,0,1,1.5,0.666666667,0,1,0,1,1,2,0,0,1,1.5,1.5,2
Cassius Stanley\stanlca01,stanlca01,SG,21,IND,24,0,3.875,0.541666667,1.791666667,0.302325581,0.125,0.541666667,0.230769231,0.416666667,1.25,0.333333333,0.291666667,0.375,0.777777778,0.333333333,0.5,0.833333333,0.041666667,0.041666667,0.083333333,0.041666667,0.583333333,1.5
Lamar Stevens\stevela01,stevela01,PF,23,CLE,40,0,12.475,1.55,3.4,0.455882353,0.1,0.625,0.16,1.45,2.775,0.522522523,0.925,1.275,0.725490196,0.6,1.8,2.4,0.625,0.425,0.325,0.575,1.325,4.125
Isaiah Stewart\stewais01,stewais01,C,19,DET,68,14,21.39705882,3.323529412,6.014705882,0.552567237,0.308823529,0.926470588,0.333333333,3.014705882,5.088235294,0.592485549,0.941176471,1.352941176,0.695652174,2.338235294,4.323529412,6.661764706,0.867647059,0.573529412,1.264705882,0.985294118,2.705882353,7.897058824
Max Strus\strusma01,strusma01,SF,24,MIA,39,0,13,2.179487179,4.794871795,0.454545455,1.282051282,3.794871795,0.337837838,0.897435897,1,0.897435897,0.41025641,0.615384615,0.666666667,0.128205128,0.923076923,1.051282051,0.615384615,0.282051282,0.051282051,0.205128205,1.102564103,6.051282051
Edmond Sumner\sumneed01,sumneed01,SG,25,IND,53,24,16.24528302,2.79245283,5.320754717,0.524822695,0.660377358,1.660377358,0.397727273,2.132075472,3.660377358,0.582474227,1.283018868,1.566037736,0.819277108,0.339622642,1.433962264,1.773584906,0.924528302,0.622641509,0.188679245,0.962264151,1.660377358,7.528301887
Jae'Sean Tate\tateja01,tateja01,SF,25,HOU,70,58,29.18571429,4.514285714,8.928571429,0.5056,0.857142857,2.785714286,0.307692308,3.657142857,6.142857143,0.595348837,1.457142857,2.1,0.693877551,1.885714286,3.457142857,5.342857143,2.542857143,1.214285714,0.514285714,1.4,3.171428571,11.34285714
Jayson Tatum\tatumja01,tatumja01,SF,22,BOS,64,64,35.78125,9.453125,20.59375,0.459028832,2.921875,7.578125,0.38556701,6.53125,13.015625,0.50180072,4.609375,5.3125,0.867647059,0.78125,6.59375,7.375,4.3125,1.171875,0.484375,2.671875,1.90625,26.4375
Jeff Teague\teaguje01,teaguje01,PG,32,TOT,110,14,17.27272727,2.236363636,5.163636364,0.433098592,0.654545455,1.490909091,0.43902439,1.581818182,3.672727273,0.430693069,1.618181818,1.909090909,0.847619048,0.272727273,1.327272727,1.6,2.4,0.618181818,0.218181818,1.163636364,1.018181818,6.745454545
Garrett Temple\templga01,templga01,SG,34,CHI,56,25,27.28571429,2.821428571,6.803571429,0.414698163,1.196428571,3.571428571,0.335,1.625,3.232142857,0.502762431,0.714285714,0.892857143,0.8,0.517857143,2.339285714,2.857142857,2.214285714,0.767857143,0.535714286,1.035714286,2.25,7.553571429
Tyrell Terry\terryty01,terryty01,PG,20,DAL,11,0,5.090909091,0.454545455,1.454545455,0.3125,0,0.636363636,0,0.454545455,0.818181818,0.555555556,0.090909091,0.272727273,0.333333333,0,0.545454545,0.545454545,0.545454545,0.454545455,0,0.181818182,0.181818182,1
Daniel Theis\theisda01,theisda01,C,28,TOT,130,102,24.63076923,3.876923077,7.169230769,0.540772532,0.753846154,2.338461538,0.322368421,3.123076923,4.830769231,0.646496815,1.138461538,1.692307692,0.672727273,1.430769231,4.046153846,5.476923077,1.661538462,0.630769231,0.876923077,1.015384615,2.569230769,9.646153846
Brodric Thomas\thomabr01,thomabr01,SG,24,TOT,64,2,12.46875,1.21875,3.375,0.361111111,0.5,1.84375,0.271186441,0.71875,1.53125,0.469387755,0.96875,1.4375,0.673913043,0.25,1.40625,1.65625,0.9375,0.46875,0.3125,0.6875,1.25,3.90625
Isaiah Thomas\thomais02,thomais02,PG,31,NOP,3,0,16,3,9,0.333333333,1,4,0.25,2,5,0.4,0.666666667,0.666666667,1,0.333333333,1,1.333333333,1.666666667,0.333333333,0,2,1,7.666666667
Khyri Thomas\thomakh01,thomakh01,SG,24,HOU,5,2,30.6,6.4,13.2,0.484848485,1.8,5.4,0.333333333,4.6,7.8,0.58974359,1.8,1.8,1,1.4,2.2,3.6,5,1.8,1.2,1.2,1.6,16.4
Matt Thomas\thomama02,thomama02,SG,26,TOT,90,0,7.244444444,1.111111111,2.822222222,0.393700787,0.6,1.777777778,0.3375,0.511111111,1.044444444,0.489361702,0.266666667,0.311111111,0.857142857,0.155555556,0.822222222,0.977777778,0.422222222,0.088888889,0,0.311111111,0.4,3.088888889
Tristan Thompson\thomptr01,thomptr01,PF,29,BOS,54,43,23.83333333,3.12962963,6.037037037,0.518404908,0,0.055555556,0,3.12962963,5.981481481,0.523219814,1.314814815,2.222222222,0.591666667,3.12962963,5,8.12962963,1.240740741,0.444444444,0.611111111,1.148148148,2.203703704,7.574074074
Sindarius Thornwell\thornsi01,thornsi01,SG,26,TOT,42,2,10.33333333,0.714285714,2.19047619,0.326086957,0.333333333,1.095238095,0.304347826,0.380952381,1.095238095,0.347826087,0.19047619,0.380952381,0.5,0.142857143,0.714285714,0.857142857,1,0.619047619,0.095238095,0.333333333,0.714285714,1.952380952
Matisse Thybulle\thybuma01,thybuma01,SG,23,PHI,65,8,19.96923077,1.569230769,3.738461538,0.419753086,0.661538462,2.2,0.300699301,0.907692308,1.538461538,0.59,0.123076923,0.276923077,0.444444444,0.461538462,1.446153846,1.907692308,0.969230769,1.615384615,1.092307692,0.492307692,1.953846154,3.923076923
Killian Tillie\tilliki02,tilliki02,C,22,MEM,18,1,10.11111111,1.055555556,3.166666667,0.333333333,0.555555556,1.833333333,0.303030303,0.5,1.333333333,0.375,0.5,0.611111111,0.818181818,0.333333333,1,1.333333333,0.444444444,0.277777778,0.444444444,0.111111111,1.111111111,3.166666667
Xavier Tillman Sr.\tillmxa01,tillmxa01,PF,22,MEM,59,12,18.38983051,2.830508475,5.06779661,0.558528428,0.372881356,1.101694915,0.338461538,2.457627119,3.966101695,0.61965812,0.576271186,0.898305085,0.641509434,1.254237288,3.084745763,4.338983051,1.271186441,0.745762712,0.559322034,0.762711864,1.966101695,6.610169492
Anthony Tolliver\tollian01,tollian01,PF,35,PHI,11,0,9,0.363636364,1.545454545,0.235294118,0.363636364,1.272727273,0.285714286,0,0.272727273,0,0.454545455,0.545454545,0.833333333,0.272727273,0.636363636,0.909090909,0.181818182,0.272727273,0.181818182,0.272727273,0.636363636,1.545454545
Obi Toppin\toppiob01,toppiob01,PF,22,NYK,62,0,11.01612903,1.677419355,3.370967742,0.497607656,0.419354839,1.370967742,0.305882353,1.258064516,2,0.629032258,0.306451613,0.419354839,0.730769231,0.419354839,1.806451613,2.225806452,0.467741935,0.274193548,0.241935484,0.370967742,0.887096774,4.080645161
Juan Toscano-Anderson\toscaju01,toscaju01,SG,27,GSW,53,16,20.88679245,2.283018868,3.943396226,0.578947368,0.698113208,1.735849057,0.402173913,1.58490566,2.20754717,0.717948718,0.41509434,0.58490566,0.709677419,0.547169811,3.867924528,4.41509434,2.830188679,0.773584906,0.490566038,1.150943396,2.094339623,5.679245283
Axel Toupane\toupaax01,toupaax01,SF,28,MIL,8,1,7.625,0.5,1.375,0.363636364,0.125,0.25,0.5,0.375,1.125,0.333333333,0.625,0.875,0.714285714,0,0.75,0.75,0.5,0.25,0.375,0,0.75,1.75
Karl-Anthony Towns\townska01,townska01,C,25,MIN,50,50,33.78,8.5,17.5,0.485714286,2.44,6.3,0.387301587,6.06,11.2,0.541071429,5.34,6.22,0.8585209,2.66,7.92,10.58,4.5,0.78,1.14,3.2,3.72,24.78
