Player,bbref_id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Trent Jr.\trentga02,trentga02,SG,22,TOT,116,76,31.06896552,5.517241379,13.53448276,0.407643312,2.844827586,7.396551724,0.384615385,2.672413793,6.137931034,0.435393258,1.431034483,1.827586207,0.783018868,0.465517241,2.155172414,2.620689655,1.379310345,0.965517241,0.172413793,0.74137931,1.586206897,15.31034483
P.J. Tucker\tuckepj01,tuckepj01,PF,35,TOT,104,66,26.07692308,1.269230769,3.403846154,0.372881356,0.769230769,2.288461538,0.336134454,0.5,1.115384615,0.448275862,0.403846154,0.538461538,0.75,0.980769231,2.942307692,3.923076923,1.173076923,0.75,0.384615385,0.769230769,2.403846154,3.711538462
Rayjon Tucker\tuckera01,tuckera01,PG,23,PHI,14,0,4.857142857,0.642857143,1.285714286,0.5,0.142857143,0.5,0.285714286,0.5,0.785714286,0.636363636,1,1.357142857,0.736842105,0.071428571,0.714285714,0.785714286,0.428571429,0.142857143,0,0.285714286,0.571428571,2.428571429
Myles Turner\turnemy01,turnemy01,C,24,IND,47,47,30.95744681,4.382978723,9.191489362,0.476851852,1.468085106,4.382978723,0.334951456,2.914893617,4.808510638,0.60619469,2.361702128,3.021276596,0.781690141,1.340425532,5.170212766,6.510638298,1.021276596,0.85106383,3.382978723,1.425531915,3.510638298,12.59574468
Jonas Valančiūnas\valanjo01,valanjo01,C,28,MEM,62,61,28.30645161,7.096774194,11.98387097,0.592193809,0.338709677,0.919354839,0.368421053,6.758064516,11.06451613,0.610787172,2.532258065,3.274193548,0.773399015,4.080645161,8.435483871,12.51612903,1.806451613,0.564516129,0.919354839,1.612903226,2.887096774,17.06451613
Denzel Valentine\valende01,valende01,SG,27,CHI,62,3,16.70967742,2.5,6.709677419,0.372596154,1.290322581,3.903225806,0.330578512,1.209677419,2.806451613,0.431034483,0.258064516,0.274193548,0.941176471,0.387096774,2.790322581,3.177419355,1.693548387,0.483870968,0.112903226,0.677419355,1.129032258,6.548387097
Jarred Vanderbilt\vandeja01,vandeja01,PF,21,MIN,64,30,17.796875,2.234375,3.6875,0.605932203,0.015625,0.078125,0.2,2.21875,3.609375,0.614718615,0.890625,1.59375,0.558823529,1.84375,3.90625,5.75,1.1875,1,0.71875,0.828125,1.921875,5.375
Fred VanVleet\vanvlfr01,vanvlfr01,SG,26,TOR,52,52,36.51923077,6.5,16.73076923,0.388505747,3.346153846,9.153846154,0.365546218,3.153846154,7.576923077,0.416243655,3.25,3.673076923,0.884816754,0.615384615,3.615384615,4.230769231,6.307692308,1.673076923,0.711538462,1.826923077,2.288461538,19.59615385
Anderson Varejão\varejan01,varejan01,C,38,CLE,5,0,7.2,0.8,3.2,0.25,0,0.2,0,0.8,3,0.266666667,1,1.8,0.555555556,1.4,2.6,4,0.6,0,0.4,0.2,0.6,2.6
Devin Vassell\vassede01,vassede01,SF,20,SAS,62,7,17.03225806,1.983870968,4.887096774,0.405940594,0.838709677,2.419354839,0.346666667,1.14516129,2.467741935,0.464052288,0.693548387,0.822580645,0.843137255,0.387096774,2.419354839,2.806451613,0.903225806,0.693548387,0.290322581,0.35483871,1.419354839,5.5
Gabe Vincent\vincega01,vincega01,PG,24,MIA,50,7,13.1,1.76,4.66,0.377682403,0.92,2.98,0.308724832,0.84,1.68,0.5,0.4,0.46,0.869565217,0.2,0.92,1.12,1.34,0.42,0.04,0.68,1.58,4.84
Noah Vonleh\vonleno01,vonleno01,PF,25,BRK,4,0,2.75,0,0.75,0,0,0.5,0,0,0.25,0,0,0,0,0,0.25,0.25,0.25,0,0,0.5,0.5,0
Nikola Vučević\vucevni01,vucevni01,C,30,TOT,140,140,33.54285714,9.514285714,19.94285714,0.477077364,2.514285714,6.285714286,0.4,7,13.65714286,0.512552301,1.871428571,2.228571429,0.83974359,2.085714286,9.585714286,11.67142857,3.842857143,0.928571429,0.685714286,1.8,1.957142857,23.41428571
Dean Wade\wadede01,wadede01,PF,24,CLE,63,19,19.23809524,2.126984127,4.936507937,0.430868167,1.238095238,3.380952381,0.366197183,0.888888889,1.555555556,0.571428571,0.476190476,0.619047619,0.769230769,0.603174603,2.80952381,3.412698413,1.174603175,0.555555556,0.333333333,0.476190476,1.238095238,5.968253968
Moritz Wagner\wagnemo01,wagnemo01,C,23,TOT,90,48,16.04444444,2.311111111,5.088888889,0.454148472,0.688888889,2.022222222,0.340659341,1.622222222,3.066666667,0.528985507,1.577777778,1.933333333,0.816091954,0.6,2.644444444,3.244444444,1.111111111,0.577777778,0.4,0.955555556,2.4,6.888888889
Kemba Walker\walkeke02,walkeke02,PG,30,BOS,43,43,31.8372093,6.604651163,15.72093023,0.420118343,2.953488372,8.209302326,0.359773371,3.651162791,7.511627907,0.486068111,3.11627907,3.465116279,0.899328859,0.372093023,3.581395349,3.953488372,4.930232558,1.11627907,0.279069767,2.046511628,1.418604651,19.27906977
Lonnie Walker\walkelo01,walkelo01,SG,22,SAS,60,38,25.36666667,4.266666667,10.15,0.420361248,1.666666667,4.7,0.354609929,2.6,5.45,0.47706422,0.95,1.166666667,0.814285714,0.233333333,2.35,2.583333333,1.683333333,0.483333333,0.25,1.083333333,1.683333333,11.15
John Wall\walljo01,walljo01,PG,30,HOU,40,40,32.2,7.325,18.15,0.403581267,1.975,6.225,0.317269076,5.35,11.925,0.448637317,3.95,5.275,0.748815166,0.425,2.8,3.225,6.875,1.05,0.775,3.525,1.15,20.575
Brad Wanamaker\wanambr01,wanambr01,PG,31,TOT,122,0,17.26229508,1.885245902,4.901639344,0.384615385,0.262295082,1.393442623,0.188235294,1.62295082,3.508196721,0.462616822,1.475409836,1.655737705,0.891089109,0.295081967,1.426229508,1.721311475,2.852459016,0.704918033,0.180327869,1.163934426,1.540983607,5.508196721
T.J. Warren\warretj01,warretj01,SF,27,IND,4,4,29.25,6.75,12.75,0.529411765,0,1.75,0,6.75,11,0.613636364,2,2.5,0.8,0.5,3,3.5,1.25,0.5,0,1,4,15.5
P.J. Washington\washipj01,washipj01,PF,22,CHO,64,61,30.53125,4.71875,10.71875,0.440233236,1.75,4.53125,0.386206897,2.96875,6.1875,0.47979798,1.6875,2.265625,0.744827586,1.453125,5.078125,6.53125,2.515625,1.078125,1.234375,2,2.671875,12.875
Yuta Watanabe\watanyu01,watanyu01,SF,26,TOR,50,4,14.46,1.58,3.6,0.438888889,0.72,1.8,0.4,0.86,1.8,0.477777778,0.48,0.58,0.827586207,0.72,2.46,3.18,0.8,0.52,0.38,0.38,1.14,4.36
Tremont Waters\watertr01,watertr01,PG,23,BOS,26,3,9.153846154,1.307692308,3.230769231,0.404761905,0.576923077,1.461538462,0.394736842,0.730769231,1.769230769,0.413043478,0.615384615,0.653846154,0.941176471,0.192307692,0.615384615,0.807692308,2.384615385,0.576923077,0.038461538,1.038461538,0.653846154,3.807692308
Paul Watson\watsopa01,watsopa01,SF,26,TOR,27,2,11,1.407407407,3.037037037,0.463414634,1.111111111,2.37037037,0.46875,0.296296296,0.666666667,0.444444444,0.185185185,0.296296296,0.625,0.148148148,1.518518519,1.666666667,0.62962963,0.222222222,0.111111111,0.333333333,1.333333333,4.111111111
Quinndary Weatherspoon\weathqu01,weathqu01,SG,24,SAS,20,0,6.05,0.8,1.75,0.457142857,0.05,0.3,0.166666667,0.75,1.45,0.517241379,0.65,0.8,0.8125,0.15,0.4,0.55,0.4,0.4,0.1,0.5,0.9,2.3
Russell Westbrook\westbru01,westbru01,PG,32,WAS,65,65,36.44615385,8.369230769,19.04615385,0.439418417,1.323076923,4.2,0.315018315,7.046153846,14.84615385,0.474611399,4.169230769,6.353846154,0.656174334,1.676923077,9.861538462,11.53846154,11.73846154,1.369230769,0.353846154,4.8,2.923076923,22.23076923
Coby White\whiteco01,whiteco01,PG,20,CHI,69,54,31.24637681,5.434782609,13.07246377,0.415742794,2.362318841,6.579710145,0.359030837,3.072463768,6.492753623,0.473214286,1.855072464,2.057971014,0.901408451,0.405797101,3.710144928,4.115942029,4.753623188,0.550724638,0.217391304,2.260869565,2.594202899,15.08695652
Derrick White\whitede01,whitede01,SG,26,SAS,36,32,29.55555556,5.166666667,12.58333333,0.410596026,2.333333333,6.75,0.345679012,2.833333333,5.833333333,0.485714286,2.694444444,3.166666667,0.850877193,0.361111111,2.611111111,2.972222222,3.527777778,0.722222222,1,1.25,2.527777778,15.36111111
Hassan Whiteside\whiteha01,whiteha01,C,31,SAC,36,4,15.16666667,3.5,6.222222222,0.5625,0,0.027777778,0,3.5,6.194444444,0.565022422,1.138888889,2.194444444,0.518987342,1.694444444,4.277777778,5.972222222,0.555555556,0.25,1.277777778,1.111111111,2.027777778,8.138888889
Greg Whittington\whittgr01,whittgr01,PF,27,DEN,4,0,3,0,0.75,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Wiggins\wiggian01,wiggian01,PF,25,GSW,71,71,33.29577465,7.112676056,14.90140845,0.47731569,1.971830986,5.183098592,0.380434783,5.14084507,9.718309859,0.528985507,2.394366197,3.352112676,0.714285714,1.154929577,3.732394366,4.887323944,2.352112676,0.943661972,0.985915493,1.774647887,2.23943662,18.5915493
Grant Williams\willigr01,willigr01,PF,22,BOS,63,9,18.06349206,1.714285714,3.920634921,0.437246964,0.761904762,2.047619048,0.372093023,0.952380952,1.873015873,0.508474576,0.476190476,0.80952381,0.588235294,0.761904762,2.063492063,2.825396825,1.015873016,0.507936508,0.380952381,0.888888889,2.555555556,4.666666667
Kenrich Williams\willike04,willike04,PF,26,OKC,66,13,21.60606061,3.318181818,6.227272727,0.532846715,0.787878788,1.772727273,0.444444444,2.53030303,4.454545455,0.568027211,0.545454545,0.954545455,0.571428571,1.272727273,2.863636364,4.136363636,2.303030303,0.833333333,0.257575758,1.151515152,2.166666667,7.96969697
Lou Williams\willilo02,willilo02,PG,34,TOT,132,8,21.56060606,4.015151515,9.787878788,0.410216718,1.045454545,2.621212121,0.398843931,2.96969697,7.166666667,0.414376321,2.272727273,2.621212121,0.867052023,0.318181818,1.772727273,2.090909091,3.409090909,0.712121212,0.090909091,1.636363636,0.939393939,11.34848485
Patrick Williams\willipa01,willipa01,PF,19,CHI,71,71,27.92957746,3.591549296,7.436619718,0.482954545,0.76056338,1.943661972,0.391304348,2.830985915,5.492957746,0.515384615,1.281690141,1.76056338,0.728,0.929577465,3.676056338,4.605633803,1.394366197,0.901408451,0.647887324,1.38028169,1.774647887,9.225352113
Robert Williams\williro04,williro04,C,23,BOS,52,13,18.94230769,3.576923077,4.961538462,0.720930233,0,0.038461538,0,3.576923077,4.923076923,0.7265625,0.865384615,1.403846154,0.616438356,2.557692308,4.326923077,6.884615385,1.807692308,0.826923077,1.75,1,2.019230769,8.019230769
Zion Williamson\willizi01,willizi01,PF,20,NOP,61,61,33.21311475,10.39344262,17,0.611378978,0.163934426,0.557377049,0.294117647,10.2295082,16.44262295,0.622133599,6.049180328,8.672131148,0.697542533,2.737704918,4.491803279,7.229508197,3.704918033,0.93442623,0.639344262,2.737704918,2.213114754,27
D.J. Wilson\wilsodj01,wilsodj01,PF,24,TOT,70,2,12.37142857,1.942857143,4.8,0.404761905,0.857142857,2.485714286,0.344827586,1.085714286,2.314285714,0.469135802,0.485714286,0.714285714,0.68,0.571428571,2.628571429,3.2,0.657142857,0.314285714,0.457142857,0.628571429,1.257142857,5.228571429
Dylan Windler\windldy01,windldy01,SF,24,CLE,31,0,16.5483871,1.838709677,4.193548387,0.438461538,0.838709677,2.483870968,0.337662338,1,1.709677419,0.58490566,0.677419355,0.870967742,0.777777778,0.64516129,2.806451613,3.451612903,1.064516129,0.612903226,0.387096774,1.032258065,1.193548387,5.193548387
Justise Winslow\winslju01,winslju01,SF,24,MEM,26,1,19.5,2.846153846,8.076923077,0.352380952,0.384615385,2.076923077,0.185185185,2.461538462,6,0.41025641,0.769230769,1.346153846,0.571428571,0.692307692,3.846153846,4.538461538,1.923076923,0.576923077,0.461538462,1.423076923,1.807692308,6.846153846
Cassius Winston\winstca01,winstca01,PG,22,WAS,22,0,4.454545455,0.636363636,1.5,0.424242424,0.363636364,0.772727273,0.470588235,0.272727273,0.727272727,0.375,0.227272727,0.272727273,0.833333333,0,0.409090909,0.409090909,0.545454545,0.090909091,0.045454545,0.227272727,0.363636364,1.863636364
James Wiseman\wisemja01,wisemja01,C,19,GSW,39,27,21.43589744,4.897435897,9.435897436,0.519021739,0.307692308,0.974358974,0.315789474,4.58974359,8.461538462,0.542424242,1.384615385,2.205128205,0.627906977,1.41025641,4.384615385,5.794871795,0.666666667,0.282051282,0.923076923,1.538461538,3.102564103,11.48717949
Christian Wood\woodch01,woodch01,C,25,HOU,41,41,32.34146341,8.024390244,15.6097561,0.5140625,1.87804878,5.024390244,0.373786408,6.146341463,10.58536585,0.580645161,3.048780488,4.829268293,0.631313131,1.853658537,7.780487805,9.634146341,1.731707317,0.829268293,1.170731707,1.951219512,2.146341463,20.97560976
Robert Woodard\woodaro01,woodaro01,SF,21,SAC,13,0,3.461538462,0.615384615,1.538461538,0.4,0.076923077,0.461538462,0.166666667,0.538461538,1.076923077,0.5,0.230769231,0.615384615,0.375,0.307692308,0.923076923,1.230769231,0.153846154,0,0.230769231,0.076923077,0.307692308,1.538461538
Delon Wright\wrighde01,wrighde01,SG-PG,28,TOT,126,78,27.74603175,3.80952381,8.222222222,0.463320463,1.015873016,2.73015873,0.372093023,2.793650794,5.492063492,0.50867052,1.603174603,2,0.801587302,1.031746032,3.238095238,4.26984127,4.412698413,1.603174603,0.476190476,1.317460317,1.19047619,10.23809524
Thaddeus Young\youngth01,youngth01,PF,32,CHI,68,23,24.29411765,5.441176471,9.735294118,0.558912387,0.176470588,0.661764706,0.266666667,5.264705882,9.073529412,0.580226904,1.044117647,1.661764706,0.628318584,2.470588235,3.75,6.220588235,4.279411765,1.088235294,0.588235294,2.014705882,2.235294118,12.10294118
Trae Young\youngtr01,youngtr01,PG,22,ATL,63,63,33.73015873,7.73015873,17.65079365,0.43794964,2.158730159,6.301587302,0.34256927,5.571428571,11.34920635,0.490909091,7.682539683,8.666666667,0.886446886,0.603174603,3.285714286,3.888888889,9.428571429,0.841269841,0.19047619,4.142857143,1.761904762,25.3015873
Cody Zeller\zelleco01,zelleco01,C,28,CHO,48,21,20.9375,3.770833333,6.75,0.558641975,0.083333333,0.583333333,0.142857143,3.6875,6.166666667,0.597972973,1.770833333,2.479166667,0.714285714,2.479166667,4.354166667,6.833333333,1.791666667,0.5625,0.354166667,1.0625,2.520833333,9.395833333
Ivica Zubac\zubaciv01,zubaciv01,C,23,LAC,72,33,22.34722222,3.569444444,5.472222222,0.652284264,0.013888889,0.055555556,0.25,3.555555556,5.416666667,0.656410256,1.875,2.375,0.789473684,2.625,4.583333333,7.208333333,1.25,0.333333333,0.861111111,1.125,2.597222222,9.027777778
Dummy Player PG\pg1,pg1,PG,,,,,27.02207447,4.75787234,10.65818965,0.446405299,1.496602317,3.947619048,0.379115183,2.976909091,6.019117647,0.494575661,1.842618521,2.21617647,0.831440342,0.515217391,2.789411765,3.304629156,4.794836956,0.979478261,0.27125,1.951918159,1.855829229,12.28624365
Dummy Player SG\sg1,sg1,SG,,,,,26.95546219,4.140993789,9.793135011,0.422846594,1.832658662,4.947368421,0.370431006,2.578989667,5.247552448,0.491465248,1.580258064,1.892151239,0.835164775,0.52967033,2.868695652,3.398365982,2.360047003,0.783084577,0.322779156,1.263432836,1.877238806,12.23621338
Dummy Player SF\sf1,sf1,SF,,,,,28.03028986,3.698174707,8.29141791,0.446024401,1.393478261,4.110674982,0.338990134,2.13115942,4.106072875,0.519026205,1.37047619,1.874751773,0.731017412,0.83560606,3.355555555,4.191161616,1.843627451,0.80084507,0.414166667,1.126630435,1.927708333,9.813229814
Dummy Player PF\pf1,pf1,PF,,,,,24.53030303,3.410714286,7.975609756,0.427643076,1.098360656,3.301587302,0.332676545,2.457627119,4.47826087,0.548790522,1.322033898,1.853658537,0.713202497,1,3.826086957,4.826086957,1.671428571,0.714285714,0.5,1.031746032,2.052631579,9.532370104
Dummy Player C\c1,c1,C,,,,,23.75085995,4.148406594,7.648571429,0.542376656,0.50293501,1.80321513,0.278910154,3.574786325,5.89961039,0.605936001,1.669458128,2.226227107,0.749904681,2.084718615,4.613652483,6.698371098,1.424140169,0.629761273,1.088571429,1.123611111,2.410588235,10.32783581
